4763319461695119|04|2029|000
4763319462709117|04|2029|000
4763319462969117|04|2029|000
4763319462798110|04|2029|000
4763319463151111|04|2029|000
4763319462242119|04|2029|000
4763319465221110|04|2029|000
4763319465174111|04|2029|000
4763319462284111|04|2029|000
4763319462399117|04|2029|000
4763319463817117|04|2029|000
4763319461973110|04|2029|000
4763319462686117|04|2029|000
4763319464485112|04|2029|000
4763319461568118|04|2029|000
4763319462640114|04|2029|000
4763319463448111|04|2029|000
4763319461980115|04|2029|000
4763319464547119|04|2029|000
4763319463763113|04|2029|000
4763319462295117|04|2029|000
4763319464518110|04|2029|000
4763319463390115|04|2029|000
4763319462376115|04|2029|000
4763319464344111|04|2029|000
4763319463346117|04|2029|000
4763319463269111|04|2029|000
4763319462840110|04|2029|000
4763319462769111|04|2029|000
4763319461422118|04|2029|000
4763319461261110|04|2029|000
4763319464486110|04|2029|000
4763319462990113|04|2029|000
4763319465009119|04|2029|000
4763319462010110|04|2029|000
4763319461501119|04|2029|000
4763319462862114|04|2029|000
4763319461547112|04|2029|000
4763319462056113|04|2029|000
4763319464776114|04|2029|000
4763319465073115|04|2029|000
4763319462788111|04|2029|000
4763319461157110|04|2029|000
